,t,E,Ek,Ep,T,P
249,2.49,-606.3911889686983,308.8371118496687,-915.228300818367,0.8074172858814868,-0.31362617511172475
250,2.5,-606.5814548830798,310.85064455160864,-917.4320994346884,0.8126814236643363,-0.3371763110677557
251,2.5100000000000002,-607.0099039061201,312.3941579913904,-919.4040618975105,0.8167167529186676,-0.35927441341332456
252,2.52,-607.3638227173776,314.2932252860053,-921.6570480033829,0.8216816347346543,-0.38450749643391535
253,2.5300000000000002,-607.8361655309416,317.0139050566716,-924.8500705876131,0.828794523023978,-0.41669126433088594
254,2.54,-608.4892588475163,320.2085559370558,-928.6978147845722,0.837146551469427,-0.4527178394832645
255,2.5500000000000003,-609.3378593101486,322.908266781264,-932.2461260914126,0.8442046190359843,-0.4842393400118549
256,2.56,-610.1555362354052,323.98235153636955,-934.1378877717748,0.8470126837552145,-0.5007025818419703
257,2.57,-610.9902739391032,322.7282517373966,-933.7185256764998,0.8437339914703179,-0.4963791363545431
258,2.58,-611.8336977402464,319.7981841796391,-931.6318819198856,0.8360736841297755,-0.47639009121324366
259,2.59,-612.4365988400217,317.39020215700657,-929.8268009970283,0.8297783062928277,-0.457242621159453
260,2.6,-612.8969073339277,316.6782657261215,-929.5751730600492,0.8279170345780954,-0.4496547504703004
261,2.61,-613.3981441073291,316.5677194340782,-929.9658635414073,0.8276280246642567,-0.44747520282735764
262,2.62,-613.9373051996448,316.2450575708689,-930.1823627705137,0.8267844642375657,-0.44479805518020255
263,2.63,-614.5070068589621,315.8806512270767,-930.3876580860388,0.8258317679139261,-0.44242501122773575
264,2.64,-614.8998247271372,315.75222480135545,-930.6520495284927,0.8254960125525633,-0.44111522214157667
265,2.65,-615.4454552965698,316.0636951298617,-931.5091504264315,0.8263103140649979,-0.44308441877022653
266,2.66,-615.939424860786,316.88852921101756,-932.8279540718034,0.8284667430353401,-0.44739454606987616
267,2.67,-616.504280499064,317.9030031003329,-934.4072835993969,0.8311189623538116,-0.45143602893293633
268,2.68,-617.1897100258539,318.59383647681585,-935.7835465026697,0.8329250626844859,-0.4509720535968548
269,2.69,-617.809754607192,318.61145344926337,-936.4212080564553,0.8329711201287932,-0.44227100506943035
270,2.7,-618.5083316705349,317.8738476794632,-936.3821793499981,0.8310427390312763,-0.4252769182692869
271,2.71,-619.0629604364482,316.4546883216127,-935.5176487580609,0.8273325184878764,-0.40011380823046083
272,2.72,-619.5348764802644,314.4384105077694,-933.9732869880338,0.8220612039418808,-0.3684893698825806
273,2.73,-619.9687943299157,311.975847826362,-931.9446421562776,0.8156231315721882,-0.33274738376469937
274,2.74,-620.2134704314914,309.38438738279945,-929.5978578142908,0.8088480715890182,-0.2957094420189153
275,2.75,-620.3489968453695,306.9816678835007,-927.3306647288701,0.8025664519830084,-0.26098207533902246
276,2.7600000000000002,-620.4251973676832,304.79400233967874,-925.2191997073619,0.7968470649403365,-0.22975650210822274
277,2.77,-620.2971797395633,302.81739492609216,-923.1145746656555,0.7916794638590645,-0.20217955681905297
278,2.7800000000000002,-620.1926580283624,301.6738008707765,-921.8664588991389,0.7886896754791543,-0.1844734267353954
279,2.79,-620.0425417038769,302.20240901589466,-922.2449507197715,0.7900716575578945,-0.18325015195756167
280,2.8000000000000003,-619.9812078562163,304.2607035206544,-924.2419113768707,0.7954528196618414,-0.19838917710229836
281,2.81,-620.0121652040078,306.99736236038405,-927.0095275643919,0.8026074832951217,-0.22327537185311336
282,2.82,-620.1085567641318,309.84309640998697,-929.9516531741187,0.810047310875783,-0.25246484350662374
283,2.83,-620.3460698357057,312.3254579429699,-932.6715277786756,0.8165371449489408,-0.28128195314110077
284,2.84,-620.7552011070434,313.8682136665707,-934.6234147736141,0.8205704932459364,-0.30408996707951724
285,2.85,-621.1295393549524,314.38583391574633,-935.5153732706987,0.8219237487993368,-0.31815119328509517
286,2.86,-621.5694531289647,314.4620513305939,-936.0315044595586,0.8221230100146246,-0.32723707711688055
287,2.87,-622.0367903404023,314.610366028846,-936.6471563692483,0.8225107608597281,-0.33438874405877167
288,2.88,-622.5172164405086,314.69044632653527,-937.2076627670439,0.8227201211151248,-0.3380402455886779
289,2.89,-623.0045645426628,314.20324241031807,-937.207806952981,0.8214463853864524,-0.3339961527443166
290,2.9,-623.3530303259237,312.70259072167744,-936.0556210476011,0.8175231129978495,-0.3181447729452487
291,2.91,-623.6479054074412,310.05131405806753,-933.6992194655087,0.8105916707400458,-0.2901312153149299
292,2.92,-623.7347125542535,306.831844177748,-930.5665567320016,0.8021747560202562,-0.25461245357797685
293,2.93,-623.7277883726094,303.99283719709223,-927.7206255697017,0.7947525155479536,-0.22053615757562817
294,2.94,-623.6152488571199,301.8881091870491,-925.5033580441691,0.789249958658952,-0.19235576345708333
295,2.95,-623.3510975548409,300.5462630618449,-923.8973606166858,0.7857418642139736,-0.1719858031120985
296,2.96,-623.0714526934316,300.37603876561957,-923.4474914590512,0.7852968333741688,-0.16451849635419113
297,2.97,-622.7219714622892,301.7640047795635,-924.4859762418527,0.7889255026916693,-0.17354542705281384
298,2.98,-622.5210910809984,304.5457598930233,-927.0668509740217,0.7961980650797994,-0.1987462541280252
299,2.99,-622.5302757863567,308.18959819262653,-930.7198739789832,0.8057244397192851,-0.2353942398829496
300,3.0,-622.7692859999238,311.9994796228874,-934.7687656228112,0.8156849140467645,-0.2765374770312529
301,3.0100000000000002,-623.1860660042596,314.93173512868793,-938.1178011329475,0.8233509415129097,-0.31209179984816926
302,3.02,-623.6832551507307,315.94707686069944,-939.6303320114301,0.826005429701175,-0.3320736446924025
303,3.0300000000000002,-624.1545492489115,314.85393380245654,-939.0084830513681,0.8231475393528276,-0.33347292925084693
304,3.04,-624.5082778943693,312.45620529561427,-936.9644831899835,0.8168789680931092,-0.32179821562050404
305,3.0500000000000003,-624.7954788422655,309.7163353340877,-934.5118141763533,0.8097159093701639,-0.30527718914190444
306,3.06,-624.9347373054012,307.021201657205,-931.9559389626062,0.8026698082541307,-0.2879809592754106
307,3.0700000000000003,-624.8950410474349,304.6560299069687,-929.5510709544036,0.7964863526979573,-0.2735836113616006
308,3.08,-624.8690316972618,303.77391669875374,-928.6429483960155,0.7941801743758268,-0.2728140687425199
309,3.09,-624.8359375201148,305.64753705133455,-930.4834745714494,0.7990785282387831,-0.29577994589502543
310,3.1,-624.9554831518312,309.51164001734367,-934.4671231691749,0.8091807582152776,-0.33717922076640255
311,3.11,-625.2823511903916,313.145704812265,-938.4280560026566,0.818681581208536,-0.3792338377332114
312,3.12,-625.7444127085478,314.94598429586716,-940.6903970044149,0.8233881942375612,-0.4076674591095154
313,3.13,-626.1962993255784,314.53805235944697,-940.7343516850253,0.822321705514894,-0.4176675301642146
314,3.14,-626.5794939178655,312.5601167456506,-939.1396106635161,0.8171506320147728,-0.4135364959920985
315,3.15,-626.856673141226,310.41459676282113,-937.2712699040471,0.811541429445284,-0.40652356299237974
316,3.16,-627.0426889680735,309.92872599202656,-936.9714149601001,0.8102711790641217,-0.411878710106109
317,3.17,-627.3288009979955,312.43932370802463,-939.7681247060201,0.8168348332235938,-0.44163214791081024
318,3.18,-627.7771141413505,317.8536436151596,-945.6307577565101,0.8309899179481297,-0.4955245992605052
319,3.19,-628.5433055660683,324.2836348400743,-952.8269404061426,0.8478003525230701,-0.5586873904604359
320,3.2,-629.5732784081688,328.74726147903027,-958.3205398871991,0.8594699646510595,-0.6060766559930598
321,3.21,-630.7034884531869,329.21283921206714,-959.916327665254,0.8606871613387376,-0.6190589105922462
322,3.22,-631.8731256746375,325.6663235728604,-957.5394492474979,0.851415225027086,-0.595447232073963
323,3.23,-632.7519201960741,319.4888275873485,-952.2407477834226,0.8352649087250942,-0.544077673889924
324,3.24,-633.1550156793907,312.28975665198493,-945.4447723313756,0.8164438082404835,-0.47757317741044525
325,3.25,-633.2455916171389,305.2284276086511,-938.4740192257899,0.7979828172775192,-0.40754415976595726
326,3.2600000000000002,-633.0308120002356,299.36976867891724,-932.4005806791529,0.782666061905666,-0.34461364983448783
327,3.27,-632.5658351068982,296.0904533185189,-928.6562884254171,0.7740926884144285,-0.30156619256038636
328,3.2800000000000002,-632.1042551132781,296.0304428334251,-928.1346979467032,0.7739357982573206,-0.2858000850928127
329,3.29,-631.626398378132,297.9699439955881,-929.5963423737201,0.7790063895309493,-0.2889948195838989
330,3.3000000000000003,-631.2979684980247,300.29465429955576,-931.5926227975805,0.7850840635282503,-0.2998209638342384
331,3.31,-631.0844488827846,302.86879159801856,-933.9532404808032,0.7918138342431857,-0.31682251687149654
332,3.3200000000000003,-631.0491740324198,306.52372633051846,-937.5729003629383,0.8013692191647541,-0.3462021793953386
333,3.33,-631.1447316182145,311.56688994049216,-942.7116215587066,0.8145539606287376,-0.3896453600348096
334,3.34,-631.5093346169992,317.1595294898122,-948.6688641068114,0.829175240496241,-0.4403270553076713
335,3.35,-632.2023890948097,321.90221535406454,-954.1046044488743,0.8415744192263125,-0.4861922915917087
336,3.36,-633.0813967985653,324.9057267439006,-957.9871235424658,0.8494267365853609,-0.5178883837349155
337,3.37,-634.0547363016699,326.0830650850526,-960.1378013867225,0.852504745320399,-0.532506965554493
338,3.38,-635.1548573754185,325.54263319781626,-960.6974905732347,0.8510918514975588,-0.5297707212939167
339,3.39,-636.032112226361,323.274482753327,-959.306594979688,0.8451620464139268,-0.5077432780259856
340,3.4,-636.7949931989081,319.50308595171197,-956.2980791506201,0.8353021854946718,-0.46871730641872844
341,3.41,-637.3725296227379,315.0661458247057,-952.4386754474436,0.8237023420253744,-0.41944973262907137
342,3.42,-637.6863770801517,311.0608598979305,-948.7472369780822,0.8132310062690994,-0.3691212544336974
343,3.43,-637.8240893884073,307.93931568132894,-945.7634050697362,0.8050701063564155,-0.32304845859488635
344,3.44,-637.8549173130862,305.3613461993521,-943.2162635124383,0.7983303168610513,-0.28054881244667423
345,3.45,-637.7389315535504,302.9322454641562,-940.6711770177067,0.7919797267036763,-0.23991477116100246
